Liczba wypadków,Liczba zabitych,Liczba rannych,Rok,Warunki atmosferyczne,Rodzaj zdarzenia,Warunki atmosferyczne,Oświetlenie,Charakterystyka miejsca zdarzenia,IDKSIP zdarzenia,Godzina,Dzień,Ranny,GPS x,GPS y,Numer drogi,Obszar,Geometria drogi,Kategoria drogi 1,Rodzaj drogi,Czy w zdarzeniu był sprawca nietrzeźwy,Powiat,Gmina
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-103923610K,18,2016-02-24,Nieokreślone (puste pole),20*06'028,52*26'495,P2952W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,T,POWIAT PŁOCKI,MAŁA WIEŚ - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-103997546H,20,2016-03-04,Nieokreślone (puste pole),21*16'020,51*23'395,12,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,GÓZD - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104058848N,22,2016-03-18,Nieokreślone (puste pole),20*22'442,52*39'119,7,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,T,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104066516X,20,2016-03-22,Lekko,19*36'519,52*35'492,559,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,T,POWIAT PŁOCKI,STARA BIAŁA - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104066516X,20,2016-03-22,Nieokreślone (puste pole),19*36'519,52*35'492,559,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,T,POWIAT PŁOCKI,STARA BIAŁA - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104094417A,1,2016-03-29,Nieokreślone (puste pole),19*46'253,52*49'239,10,Obszar zabudowany,"Zakręt, łuk",Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SIERPECKI,SIERPC - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104229491Q,20,2016-04-23,Ciężko,21*03'307,51*23'440,12,Obszar zabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,WOLANÓW - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104229491Q,20,2016-04-23,Nieokreślone (puste pole),21*03'307,51*23'440,12,Obszar zabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,WOLANÓW - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104242386H,20,2016-04-30,Nieokreślone (puste pole),21*31'390,51*33'455,737,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT KOZIENICKI,KOZIENICE - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104258886C,21,2016-05-01,Lekko,21*15'163,51*24'537,GMINNA,Obszar zabudowany,Odcinek prosty,Droga gminna,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,JEDLNIA-LETNISKO - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104258886C,21,2016-05-01,Nieokreślone (puste pole),21*15'163,51*24'537,GMINNA,Obszar zabudowany,Odcinek prosty,Droga gminna,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,JEDLNIA-LETNISKO - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104272994U,20,2016-05-06,Nieokreślone (puste pole),20*58'245,51*37'201,S7,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Ekspresowa,N,POWIAT BIAŁOBRZESKI,BIAŁOBRZEGI - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104273014T,20,2016-05-06,Nieokreślone (puste pole),20*58'240,51*37'200,S7,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Ekspresowa,N,POWIAT BIAŁOBRZESKI,BIAŁOBRZEGI - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104302439H,22,2016-05-13,Nieokreślone (puste pole),21*44'560,52*33'303,50,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT WĘGROWSKI,ŁOCHÓW - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104314055Q,21,2016-05-13,Ciężko,20*19'504,52*49'249,60,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,T,POWIAT CIECHANOWSKI,GLINOJECK - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104314055Q,21,2016-05-13,Nieokreślone (puste pole),20*19'504,52*49'249,60,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,T,POWIAT CIECHANOWSKI,GLINOJECK - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104314430G,2,2016-05-18,Ciężko,19*22'305,52*27'233,265,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,T,POWIAT GOSTYNIŃSKI,GOSTYNIN - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104314430G,2,2016-05-18,Nieokreślone (puste pole),19*22'305,52*27'233,265,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,T,POWIAT GOSTYNIŃSKI,GOSTYNIN - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104342055X,22,2016-05-23,Nieokreślone (puste pole),21*33'289,51*32'323,79,Obszar niezabudowany,,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT KOZIENICKI,KOZIENICE - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104342926F,0,2016-05-22,Lekko,20*25'242,52*12'459,92,Obszar zabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SOCHACZEWSKI,TERESIN - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104342926F,0,2016-05-22,Nieokreślone (puste pole),20*25'242,52*12'459,92,Obszar zabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SOCHACZEWSKI,TERESIN - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104397150K,2,2016-05-08,Lekko,20*53'561,51*15'205,7,Obszar zabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SZYDŁOWIECKI,SZYDŁOWIEC - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104397150K,2,2016-05-08,Nieokreślone (puste pole),20*53'561,51*15'205,7,Obszar zabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SZYDŁOWIECKI,SZYDŁOWIEC - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104463497Y,21,2016-06-12,Lekko,22*10'157,52*35'392,695,Obszar niezabudowany,,Droga wojewódzka,Jednojezdniowa dwukierunkowa,T,POWIAT SOKOŁOWSKI,KOSÓW LACKI - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104463497Y,21,2016-06-12,Nieokreślone (puste pole),22*10'157,52*35'392,695,Obszar niezabudowany,,Droga wojewódzka,Jednojezdniowa dwukierunkowa,T,POWIAT SOKOŁOWSKI,KOSÓW LACKI - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104621205J,22,2016-07-16,Ciężko,19*55'547,52*46'086,10,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SIERPECKI,ZAWIDZ - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104621205J,22,2016-07-16,Nieokreślone (puste pole),19*55'547,52*46'086,10,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT SIERPECKI,ZAWIDZ - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104684918A,22,2016-07-18,Lekko,21*34'442,51*40'408,GMINNA,Obszar zabudowany,"Zakręt, łuk",Droga gminna,Jednojezdniowa dwukierunkowa,N,POWIAT GARWOLIŃSKI,MACIEJOWICE - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104684918A,22,2016-07-18,Nieokreślone (puste pole),21*34'442,51*40'408,GMINNA,Obszar zabudowany,"Zakręt, łuk",Droga gminna,Jednojezdniowa dwukierunkowa,N,POWIAT GARWOLIŃSKI,MACIEJOWICE - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104708612D,21,2016-08-06,Ciężko,21*01'311,52*37'291,P3401W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,T,POWIAT PUŁTUSKI,POKRZYWNICA - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104708612D,21,2016-08-06,Nieokreślone (puste pole),21*01'311,52*37'291,P3401W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,T,POWIAT PUŁTUSKI,POKRZYWNICA - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104746243U,1,2016-08-19,Nieokreślone (puste pole),21*03'485,51*18'506,P3557W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,KOWALA - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104783443Y,20,2016-08-28,Nieokreślone (puste pole),20*51'371,51*34'024,P1115W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT BIAŁOBRZESKI,RADZANÓW - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104809367D,3,2016-08-10,Nieokreślone (puste pole),21*30'343,51*43'214,801,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT GARWOLIŃSKI,MACIEJOWICE - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104820822X,22,2016-09-06,Ciężko,20*51'174,52*59'396,617,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104820822X,22,2016-09-06,Nieokreślone (puste pole),20*51'174,52*59'396,617,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104849413D,20,2016-09-14,Ciężko,21*10'113,53*01'283,2132W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,T,POWIAT MAKOWSKI,KRASNOSIELC - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104849413D,20,2016-09-14,Lekko,21*10'113,53*01'283,2132W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,T,POWIAT MAKOWSKI,KRASNOSIELC - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104872414K,22,2016-09-25,Nieokreślone (puste pole),20*59'354,51*35'349,P,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT BIAŁOBRZESKI,STARA BŁOTNICA - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104880521F,21,2016-09-29,Nieokreślone (puste pole),19*39'338,52*38'520,540,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT PŁOCKI,STARA BIAŁA - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104882247T,20,2016-09-23,Lekko,21*40'245,51*16'015,P1913W,Obszar zabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT LIPSKI,CIEPIELÓW - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104882247T,20,2016-09-23,Nieokreślone (puste pole),21*40'245,51*16'015,P1913W,Obszar zabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT LIPSKI,CIEPIELÓW - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104887989D,20,2016-09-30,Ciężko,22*06'540,52*11'165,2,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,T,POWIAT SIEDLECKI,KOTUŃ - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104887989D,20,2016-09-30,Nieokreślone (puste pole),22*06'540,52*11'165,2,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,T,POWIAT SIEDLECKI,KOTUŃ - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104890383Y,20,2016-09-26,Ciężko,21*40'513,51*58'103,805,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT GARWOLIŃSKI,PARYSÓW - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104890383Y,20,2016-09-26,Nieokreślone (puste pole),21*40'513,51*58'103,805,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT GARWOLIŃSKI,PARYSÓW - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104916673P,19,2016-10-14,Ciężko,20*42'454,51*46'568,P,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT GRÓJECKI,BŁĘDÓW - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-104916673P,19,2016-10-14,Nieokreślone (puste pole),20*42'454,51*46'568,P,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT GRÓJECKI,BŁĘDÓW - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-105002732W,2,2016-11-06,Nieokreślone (puste pole),21*06'522,51*17'248,744,Obszar niezabudowany,Odcinek prosty,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT RADOMSKI,KOWALA - OBSZAR WIEJSKI
1,1,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-105039111T,17,2016-11-10,Nieokreślone (puste pole),20*51'307,53*04'133,57,Obszar niezabudowany,Odcinek prosty,Droga krajowa,Jednojezdniowa dwukierunkowa,N,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-105058642N,18,2016-11-13,Lekko,20*57'548,51*40'563,731,Obszar niezabudowany,Odcinek prosty; Spadek,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT BIAŁOBRZESKI,PROMNA - OBSZAR WIEJSKI
1,0,0,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-105058642N,18,2016-11-13,Nieokreślone (puste pole),20*57'548,51*40'563,731,Obszar niezabudowany,Odcinek prosty; Spadek,Droga wojewódzka,Jednojezdniowa dwukierunkowa,N,POWIAT BIAŁOBRZESKI,PROMNA - OBSZAR WIEJSKI
1,0,1,2016,Dobre warunki atmosferyczne,Najechanie na pieszego,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Jezdnia,EWK-105067679J,17,2016-11-16,Ciężko,19*38'143,52*20'118,P1457W,Obszar niezabudowany,Odcinek prosty,Droga powiatowa,Jednojezdniowa dwukierunkowa,N,POWIAT GOSTYNIŃSKI,SZCZAWIN KOŚCIELNY - OBSZAR WIEJSKI
