IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,,,,,,,,,
EWK-98663263J,2014,2014-11-29,22,POWIAT PŁOŃSKI,BABOSZEWO - OBSZAR WIEJSKI,Droga krajowa,7,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,3366666666667","52,8802777777778",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,,,,,,,,,
EWK-98663263J,2014,2014-11-29,22,POWIAT PŁOŃSKI,BABOSZEWO - OBSZAR WIEJSKI,Droga krajowa,7,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,3366666666667","52,8802777777778",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98664766H,2014,2014-11-29,16,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,8869444444444","51,8511111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów tylne,1,0,1,Ciężko,T,,,,,,,,,,,,,,,,,,
EWK-98664766H,2014,2014-11-29,16,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,8869444444444","51,8511111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów tylne,1,0,2,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98664766H,2014,2014-11-29,16,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,8869444444444","51,8511111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98663276M,2014,2014-11-30,17,POWIAT PŁOCKI,BODZANÓW - OBSZAR WIEJSKI,Droga powiatowa,P2948W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,1041666666667","52,575",Pobocze,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na drzewo,1,0,4,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98664124U,2014,2014-11-30,20,POWIAT LIPSKI,CHOTCZA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,8330555555556","51,3194444444444",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98662998W,2014,2014-11-30,16,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,075","52,9869444444445",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów tylne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98662998W,2014,2014-11-30,16,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,075","52,9869444444445",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98665122E,2014,2014-11-30,5,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR WIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,5380555555556","51,4555555555556","Skarpa, rów",Pochmurno,Noc - droga oświetlona,Inne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98665122E,2014,2014-11-30,5,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR WIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,5380555555556","51,4555555555556","Skarpa, rów",Pochmurno,Noc - droga oświetlona,Inne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98665100W,2014,2014-11-30,0,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,6933333333333","51,3730555555556",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na drzewo,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98664056N,2014,2014-11-30,7,POWIAT GOSTYNIŃSKI,SANNIKI - OBSZAR WIEJSKI,Droga gminna,G140408W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,0727777777778","52,3180555555556",Pobocze,Pochmurno,Światło dzienne,"Najechanie na słup, znak",1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98665858P,2014,2014-11-30,18,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5116W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6763888888889","53,1436111111111",Jezdnia,Pochmurno,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98665858P,2014,2014-11-30,18,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5116W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6763888888889","53,1436111111111",Jezdnia,Pochmurno,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98666012K,2014,2014-12-01,16,POWIAT PRZYSUSKI,GIELNIÓW - OBSZAR WIEJSKI,Droga wojewódzka,728,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,4805555555556","51,4822222222222",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98666012K,2014,2014-12-01,16,POWIAT PRZYSUSKI,GIELNIÓW - OBSZAR WIEJSKI,Droga wojewódzka,728,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,4805555555556","51,4822222222222",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98663452J,2014,2014-12-01,11,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5116W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6763888888889","53,1436111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98663452J,2014,2014-12-01,11,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5116W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6763888888889","53,1436111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671692A,2014,2014-12-01,8,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7169444444444","52,645","Wjazd, wyjazd z posesji, pola",Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671692A,2014,2014-12-01,8,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7169444444444","52,645","Wjazd, wyjazd z posesji, pola",Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98663605U,2014,2014-12-01,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5309W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,1813888888889","51,4761111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98663605U,2014,2014-12-01,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5309W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,1813888888889","51,4761111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98665939T,2014,2014-12-01,12,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga powiatowa,2514W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,9608333333333","53,075",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671703D,2014,2014-12-02,6,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7175","52,5558333333333","Chodnik, droga dla pieszych",Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671703D,2014,2014-12-02,6,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7175","52,5558333333333","Chodnik, droga dla pieszych",Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98668605C,2014,2014-12-02,15,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,5691666666667","52,0744444444444",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98668605C,2014,2014-12-02,15,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,5691666666667","52,0744444444444",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98666718R,2014,2014-12-02,7,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga powiatowa,3238W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,8944444444444","53,1594444444445",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98666718R,2014,2014-12-02,7,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga powiatowa,3238W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,8944444444444","53,1594444444445",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98667879Q,2014,2014-12-02,5,N,POWIAT ŁOSICKI, Wzniesienie,19,Droga krajowa,Odcinek prosty,Obszar niezabudowany,"22,8644444444444","52,3736111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Wywrócenie się pojazdu,1,1,0,Nieokreślone (puste pole),Jednojezdniowa dwukierunkowa,,,,,,,,,,,,,,,,,,ŁOSICE - OBSZAR WIEJSKI
EWK-98669018Q,2014,2014-12-02,10,POWIAT WĘGROWSKI,SADOWNE - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,965","52,7947222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98669018Q,2014,2014-12-02,10,POWIAT WĘGROWSKI,SADOWNE - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,965","52,7947222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98669984H,2014,2014-12-03,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7283333333333","52,6397222222222",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98669984H,2014,2014-12-03,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7283333333333","52,6397222222222",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98673782Y,2014,2014-12-03,15,POWIAT WYSZKOWSKI,WYSZKÓW - OBSZAR MIEJSKI,Droga gminna,G440725W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,4544444444444","52,6147222222222",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98667163H,2014,2014-12-03,10,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"22,1244444444444","52,7986111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98669754L,2014,2014-12-03,16,POWIAT OSTROŁĘCKI,CZARNIA - OBSZAR WIEJSKI,Droga wojewódzka,614,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,175","53,4019444444444",Jezdnia,Pochmurno,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98669754L,2014,2014-12-03,16,POWIAT OSTROŁĘCKI,CZARNIA - OBSZAR WIEJSKI,Droga wojewódzka,614,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"21,175","53,4019444444444",Jezdnia,Pochmurno,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98670909G,2014,2014-12-04,18,POWIAT KOZIENICKI,GNIEWOSZÓW - OBSZAR WIEJSKI,Droga wojewódzka,738,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,8230555555556","51,6458333333333","Skarpa, rów",Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Inne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98669995A,2014,2014-12-04,17,POWIAT PŁOCKI,DROBIN - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,0777777777778","52,7813888888889",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów czołowe,1,0,2,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98669995A,2014,2014-12-04,17,POWIAT PŁOCKI,DROBIN - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,0777777777778","52,7813888888889",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98669837X,2014,2014-12-04,11,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga wojewódzka,740,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1622222222222","51,4913888888889",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,4,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98669837X,2014,2014-12-04,11,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga wojewódzka,740,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1622222222222","51,4913888888889",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671393H,2014,2014-12-04,13,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednokierunkowa,,Obszar zabudowany,"19,7341666666667","52,5969444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671393H,2014,2014-12-04,13,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednokierunkowa,,Obszar zabudowany,"19,7341666666667","52,5969444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98670106G,2014,2014-12-04,18,POWIAT CIECHANOWSKI,OPINOGÓRA GÓRNA - OBSZAR WIEJSKI,Droga gminna,G120722W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,7677777777778","53,0316666666667",Pobocze,"Mgła, dym",Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98670106G,2014,2014-12-04,18,POWIAT CIECHANOWSKI,OPINOGÓRA GÓRNA - OBSZAR WIEJSKI,Droga gminna,G120722W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,7677777777778","53,0316666666667",Pobocze,"Mgła, dym",Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98670112G,2014,2014-12-04,15,POWIAT CIECHANOWSKI,GRUDUSK - OBSZAR WIEJSKI,Droga wojewódzka,616,Jednojezdniowa dwukierunkowa,Wierzchołek wzn.,Obszar niezabudowany,"20,7408333333333","53,0436111111111","Skarpa, rów",Opady deszczu,Światło dzienne,Wywrócenie się pojazdu,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98670112G,2014,2014-12-04,15,POWIAT CIECHANOWSKI,GRUDUSK - OBSZAR WIEJSKI,Droga wojewódzka,616,Jednojezdniowa dwukierunkowa,Wierzchołek wzn.,Obszar niezabudowany,"20,7408333333333","53,0436111111111","Skarpa, rów",Opady deszczu,Światło dzienne,Wywrócenie się pojazdu,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98670832Y,2014,2014-12-04,10,POWIAT PŁOŃSKI,BABOSZEWO - OBSZAR WIEJSKI,Droga powiatowa,P3026W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,3497222222222","52,7372222222222",Jezdnia,Pochmurno,Światło dzienne,Najechanie na drzewo,1,0,3,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98672924T,2014,2014-12-05,18,POWIAT PŁOŃSKI,SOCHOCIN - OBSZAR WIEJSKI,Droga powiatowa,P3036W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5136111111111","52,8119444444445",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Inne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98672924T,2014,2014-12-05,18,POWIAT PŁOŃSKI,SOCHOCIN - OBSZAR WIEJSKI,Droga powiatowa,P3036W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5136111111111","52,8119444444445",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Inne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98669959H,2014,2014-12-05,3,POWIAT WĘGROWSKI,LIW - OBSZAR WIEJSKI,Droga wojewódzka,696,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"22,1091666666667","52,4625","Skarpa, rów",Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na drzewo,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98673958H,2014,2014-12-05,7,POWIAT OSTROŁĘCKI,ŁYSE - OBSZAR WIEJSKI,Droga wojewódzka,645,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,5402777777778","53,4044444444444",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Zderzenie pojazdów czołowe,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671649F,2014,2014-12-05,23,POWIAT ŻUROMIŃSKI,BIEŻUŃ - OBSZAR WIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"19,9444444444444","52,9916666666667",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Zderzenie pojazdów czołowe,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671649F,2014,2014-12-05,23,POWIAT ŻUROMIŃSKI,BIEŻUŃ - OBSZAR WIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"19,9444444444444","52,9916666666667",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98674174X,2014,2014-12-05,11,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga wojewódzka,W628,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"22,3669444444444","52,2447222222222",Jezdnia,Pochmurno,Światło dzienne,Inne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98674174X,2014,2014-12-05,11,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga wojewódzka,W628,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"22,3669444444444","52,2447222222222",Jezdnia,Pochmurno,Światło dzienne,Inne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671515R,2014,2014-12-06,8,POWIAT ŁOSICKI,ŁOSICE - OBSZAR WIEJSKI,Droga wojewódzka,698,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,6941666666667","52,3327777777778",Pobocze,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pojazd unieruchomiony,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671515R,2014,2014-12-06,8,POWIAT ŁOSICKI,ŁOSICE - OBSZAR WIEJSKI,Droga wojewódzka,698,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,6941666666667","52,3327777777778",Pobocze,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pojazd unieruchomiony,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98673967H,2014,2014-12-06,11,POWIAT OSTROŁĘCKI,LELIS - OBSZAR WIEJSKI,Droga powiatowa,2537W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,6602777777778","53,2305555555556",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Wywrócenie się pojazdu,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671498E,2014,2014-12-06,8,POWIAT MŁAWSKI,SZYDŁOWO - OBSZAR WIEJSKI,Droga gminna,G230820W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"20,65","53,18",Jezdnia,"Mgła, dym",Światło dzienne,Zderzenie pojazdów czołowe,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98671498E,2014,2014-12-06,8,POWIAT MŁAWSKI,SZYDŁOWO - OBSZAR WIEJSKI,Droga gminna,G230820W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"20,65","53,18",Jezdnia,"Mgła, dym",Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671530P,2014,2014-12-06,23,POWIAT PRZASNYSKI,KRZYNOWŁOGA MAŁA - OBSZAR WIEJSKI,Droga powiatowa,P3216W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,8127777777778","53,3133333333333",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Wywrócenie się pojazdu,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98670573F,2014,2014-12-06,3,POWIAT SIERPECKI,ROŚCISZEWO - OBSZAR WIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"19,8102777777778","52,9769444444444",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98670573F,2014,2014-12-06,3,POWIAT SIERPECKI,ROŚCISZEWO - OBSZAR WIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"19,8102777777778","52,9769444444444",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98671424R,2014,2014-12-06,6,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7869444444444","52,5441666666667",Jezdnia,Opady deszczu,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
