IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,,,,,,,,,
EWK-98080683E,2014,2014-01-01,1,POWIAT KOZIENICKI,MAGNUSZEW - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"21,2619444444444","51,5575",Pobocze,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Inne,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98080683E,2014,2014-01-01,1,POWIAT KOZIENICKI,MAGNUSZEW - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"21,2619444444444","51,5575",Pobocze,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Inne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98080689D,2014,2014-01-01,1,POWIAT KOZIENICKI,MAGNUSZEW - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,4372222222222","51,8111111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,2,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98080689D,2014,2014-01-01,1,POWIAT KOZIENICKI,MAGNUSZEW - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,4372222222222","51,8111111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98078061W,2014,2014-01-01,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Inna,I2,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2375","51,4905555555556",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98078061W,2014,2014-01-01,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Inna,I2,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2375","51,4905555555556",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98118736H,2014,2014-01-01,8,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,7205555555556","51,8894444444444",Pobocze,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98118736H,2014,2014-01-01,8,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,7205555555556","51,8894444444444",Pobocze,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98080061F,2014,2014-01-01,4,POWIAT GOSTYNIŃSKI,SANNIKI - OBSZAR WIEJSKI,Droga wojewódzka,577,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,9166666666667","52,4380555555556",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Wywrócenie się pojazdu,1,0,2,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98078039R,2014,2014-01-01,2,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5321W,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,"21,1983333333333","51,47",Jezdnia,Opady deszczu,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98078039R,2014,2014-01-01,2,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5321W,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,"21,1983333333333","51,47",Jezdnia,Opady deszczu,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98112109U,2014,2014-01-02,20,POWIAT GARWOLIŃSKI,PILAWA - OBSZAR WIEJSKI,Droga wojewódzka,805,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,6563888888889","52,0552777777778","Skarpa, rów",Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na drzewo,1,0,1,Ciężko,T,,,,,,,,,,,,,,,,,,
EWK-98083715Y,2014,2014-01-02,17,POWIAT SIEDLECKI,PAPROTNIA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,5425","52,3547222222222",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98083715Y,2014,2014-01-02,17,POWIAT SIEDLECKI,PAPROTNIA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,5425","52,3547222222222",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98080468Y,2014,2014-01-02,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5329W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2613888888889","51,5363888888889",Przejście dla pieszych,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084935J,2014,2014-01-02,18,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,0161111111111","52,8452777777778",Przejście dla pieszych,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,2,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98084935J,2014,2014-01-02,18,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,0161111111111","52,8452777777778",Przejście dla pieszych,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084935J,2014,2014-01-02,18,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,0161111111111","52,8452777777778",Przejście dla pieszych,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086247K,2014,2014-01-02,2,POWIAT MAKOWSKI,KARNIEWO - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,1636111111111","52,9727777777778","Skarpa, rów",Dobre warunki atmosferyczne,Noc - droga oświetlona,Wywrócenie się pojazdu,1,0,4,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98086247K,2014,2014-01-02,2,POWIAT MAKOWSKI,KARNIEWO - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,1636111111111","52,9727777777778","Skarpa, rów",Dobre warunki atmosferyczne,Noc - droga oświetlona,Wywrócenie się pojazdu,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086247K,2014,2014-01-02,2,POWIAT MAKOWSKI,KARNIEWO - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"21,1636111111111","52,9727777777778","Skarpa, rów",Dobre warunki atmosferyczne,Noc - droga oświetlona,Wywrócenie się pojazdu,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98079832F,2014,2014-01-02,19,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3975","53,2386111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98079832F,2014,2014-01-02,19,POWIAT MŁAWSKI,MŁAWA - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3975","53,2386111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98080482G,2014,2014-01-02,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5302W,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,"21,2266666666667","51,4913888888889",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów czołowe,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98080482G,2014,2014-01-02,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5302W,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,"21,2266666666667","51,4913888888889",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98117122D,2014,2014-01-02,16,POWIAT SOKOŁOWSKI,KOSÓW LACKI - OBSZAR MIEJSKI,Droga powiatowa,34219W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,2527777777778","52,6825",Przejście dla pieszych,Pochmurno,"Zmrok, świt",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98117122D,2014,2014-01-02,16,POWIAT SOKOŁOWSKI,KOSÓW LACKI - OBSZAR MIEJSKI,Droga powiatowa,34219W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,2527777777778","52,6825",Przejście dla pieszych,Pochmurno,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084408Y,2014,2014-01-02,13,POWIAT GRÓJECKI,WARKA - OBSZAR MIEJSKI,Droga wojewódzka,731,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,2894444444444","51,8961111111111",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98084408Y,2014,2014-01-02,13,POWIAT GRÓJECKI,WARKA - OBSZAR MIEJSKI,Droga wojewódzka,731,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,2894444444444","51,8961111111111",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98085214Y,2014,2014-01-03,20,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6425","51,7238888888889",Jezdnia,"Mgła, dym",Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98085214Y,2014,2014-01-03,20,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6425","51,7238888888889",Jezdnia,"Mgła, dym",Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98081960U,2014,2014-01-03,16,POWIAT SIEDLECKI,WODYNIE - OBSZAR WIEJSKI,Droga wojewódzka,802,Jednojezdniowa dwukierunkowa,Spadek,Obszar zabudowany,"21,9380555555556","52,095",Przejście dla pieszych,Pochmurno,"Zmrok, świt",Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98082167R,2014,2014-01-03,15,POWIAT SOCHACZEWSKI,MŁODZIESZYN - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,1830555555556","52,3494444444444",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98082167R,2014,2014-01-03,15,POWIAT SOCHACZEWSKI,MŁODZIESZYN - OBSZAR WIEJSKI,Droga krajowa,50,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,1830555555556","52,3494444444444",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98085193C,2014,2014-01-03,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2658333333333","51,4163888888889",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98085193C,2014,2014-01-03,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2658333333333","51,4163888888889",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98115108H,2014,2014-01-04,13,POWIAT ŻYRARDOWSKI,MSZCZONÓW - OBSZAR WIEJSKI,Droga powiatowa,1527W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,6466666666667","52,0133333333333",Pobocze,Dobre warunki atmosferyczne,Światło dzienne,"Najechanie na słup, znak",1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086134A,2014,2014-01-04,20,POWIAT PŁOCKI,BODZANÓW - OBSZAR WIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,0494444444444","52,5819444444444",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na zwierzę,1,0,3,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086134A,2014,2014-01-04,20,POWIAT PŁOCKI,BODZANÓW - OBSZAR WIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,0494444444444","52,5819444444444",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na zwierzę,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086153A,2014,2014-01-04,22,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7594444444444","52,6005555555556",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów czołowe,1,0,3,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98083663K,2014,2014-01-04,9,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,3422222222222","51,5511111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98083663K,2014,2014-01-04,9,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,3422222222222","51,5511111111111",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98082762E,2014,2014-01-04,23,POWIAT ZWOLEŃSKI,POLICZNA - OBSZAR WIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,8947222222222","51,4044444444444",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98082762E,2014,2014-01-04,23,POWIAT ZWOLEŃSKI,POLICZNA - OBSZAR WIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,8947222222222","51,4044444444444",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084798P,2014,2014-01-04,0,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednokierunkowa,,Obszar zabudowany,"19,7441666666667","52,6077777777778",Jezdnia,Pochmurno,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98084798P,2014,2014-01-04,0,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednokierunkowa,,Obszar zabudowany,"19,7441666666667","52,6077777777778",Jezdnia,Pochmurno,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084798P,2014,2014-01-04,0,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednokierunkowa,,Obszar zabudowany,"19,7441666666667","52,6077777777778",Jezdnia,Pochmurno,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98118033U,2014,2014-01-04,16,POWIAT OSTROWSKI,ANDRZEJEWO - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,3336111111111","52,8902777777778",Jezdnia,Pochmurno,"Zmrok, świt",Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98118033U,2014,2014-01-04,16,POWIAT OSTROWSKI,ANDRZEJEWO - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,3336111111111","52,8902777777778",Jezdnia,Pochmurno,"Zmrok, świt",Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98083671N,2014,2014-01-05,6,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5309W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2527777777778","51,4169444444445",Przejście dla pieszych,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98085227G,2014,2014-01-05,18,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6205555555556","51,6613888888889","Parking, plac",Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98085227G,2014,2014-01-05,18,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6205555555556","51,6613888888889","Parking, plac",Pochmurno,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98085850C,2014,2014-01-06,14,POWIAT PŁOCKI,GĄBIN - OBSZAR MIEJSKI,Droga wojewódzka,577,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"19,8319444444444","52,3977777777778",Pobocze,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na drzewo,1,2,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98082750Q,2014,2014-01-06,16,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,6377777777778","51,4841666666667",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,,,,,,,,,
EWK-98082750Q,2014,2014-01-06,16,POWIAT ZWOLEŃSKI,ZWOLEŃ - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,6377777777778","51,4841666666667",Jezdnia,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98085859W,2014,2014-01-06,15,POWIAT PŁOCKI,GĄBIN - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,8258333333333","52,4177777777778",Jezdnia,Oślepiające słońce,Światło dzienne,Zderzenie pojazdów tylne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98083521K,2014,2014-01-07,16,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,9947222222222","53,1",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98089270H,2014,2014-01-07,17,POWIAT PŁOCKI,STAROŹREBY - OBSZAR WIEJSKI,Droga wojewódzka,567,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,0686111111111","52,6669444444445",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98089270H,2014,2014-01-07,17,POWIAT PŁOCKI,STAROŹREBY - OBSZAR WIEJSKI,Droga wojewódzka,567,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,0686111111111","52,6669444444445",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98082957Y,2014,2014-01-07,12,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3619444444444","52,3730555555556",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98082957Y,2014,2014-01-07,12,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3619444444444","52,3730555555556",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084291H,2014,2014-01-07,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Inna,I2,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1733333333333","51,5177777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084291H,2014,2014-01-07,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Inna,I2,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1733333333333","51,5177777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086361H,2014,2014-01-07,11,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,5588888888889","51,6897222222222",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98086361H,2014,2014-01-07,11,POWIAT KOZIENICKI,KOZIENICE - OBSZAR MIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,5588888888889","51,6897222222222",Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98095848W,2014,2014-01-07,23,POWIAT SOKOŁOWSKI,BIELANY - OBSZAR WIEJSKI,Droga krajowa,63,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,3847222222222","52,4958333333333",Pobocze,"Mgła, dym",Noc - droga nieoświetlona,Najechanie na drzewo,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98087116X,2014,2014-01-07,7,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3730555555556","52,7644444444444",Przejście dla pieszych,Opady deszczu,"Zmrok, świt",Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98087116X,2014,2014-01-07,7,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,3730555555556","52,7644444444444",Przejście dla pieszych,Opady deszczu,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98090171G,2014,2014-01-07,10,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,4561111111111","52,6727777777778","Chodnik, droga dla pieszych",Pochmurno,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98090171G,2014,2014-01-07,10,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"20,4561111111111","52,6727777777778","Chodnik, droga dla pieszych",Pochmurno,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
